partitionid,dataspaceid,repositoryid,alertid,title,alertkey,severity,component_type,sources
1,4085,1743,5998771,CVE-2019-18413,v6:9c55c248e54f40dd8d631bcb6d1342d8,3,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2019-18413""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2019-18413""}}"
1,4085,1743,13926,CVE-2016-10608,v2:dd693921-5b1a-4626-9dab-77a39810f537,2,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2016-10608""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2016-10608""}}"
1,4085,1743,7614302,CST-E has determined that this component is not generally safe to use.,v6:286da790c0f345f5862660d69f7ddabf,1,2,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnpm%2Fsshpk%2Freview-1.md""}}"
1,4085,1743,7264011,CVE-2022-25844,v6:f817df5db43f408f8d04a6790c968313,1,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-25844""}}"
1,4085,1743,2314664,CST-E has determined that this component is not generally safe to use.,v6:26c6ff78d43a4d17acbe967ed6a39d9c,1,2,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnpm%2F%40types%2Fcrypto-js%2Freview-1.md""}}"
1,4085,1743,13927,WS-2018-0110,v2:c31b732c-130e-472a-8290-9303c32a8f8a,2,2,"{""WhiteSource"":{""Url"":""https://hackerone.com/reports/324491""}}"
1,4085,1743,7423825,CVE-2019-12408,v6:c495e4f24d9d473997d04c6839a7f355,2,8,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2019-12408""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2019-12408""}}"
1,4085,1743,1871166,CVE-2011-5036,v6:edd649b6f4f2452b94cf004898aeff9e,1,6,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2011-5036""}}"
1,4085,1743,1871170,WS-2017-0283,v6:39248eb314344a8599ed2ddc0b5fb951,1,6,"{""WhiteSource"":{""Url"":""https://github.com/rack/rack/commit/6a0e0ee8fcd982bccf30077ec94cb55018bbed91""}}"
1,4085,1743,1871186,WS-2015-0038,v6:cb1d39b37ea74fa1af5a18e75298bdbd,2,6,"{""WhiteSource"":{""Url"":""http://rubysec.com/advisories/OSVDB-120415/""}}"
1,4085,1743,1871187,CVE-2015-5147,v6:9313c5b6baee470e9cd629c25cd57fa5,2,6,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2015-5147""}}"
1,4085,1743,4257609,CVE-2020-26298,v6:5e87a7262f874208a3c0efad2c77935c,1,6,"{""GitHubAdvisories"":{""Url"":""https://github.com/vmg/redcarpet/commit/a699c82292b17c8e6a62e1914d5eccc252272793""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-26298""}}"
1,4085,1743,1871188,CVE-2013-0162,v6:197b686703ae46e3bac6496d985f8dd2,0,6,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2013-0162""}}"
1,4085,1743,2606317,CVE-2009-4492,v6:742d1c4dbfee48dd8a393dd6ee057ded,1,6,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2009-4492""}}"
1,4085,1743,1871195,CVE-2017-17042,v6:81fec46fc59c49a18820fd117383e5fa,2,6,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2017-17042""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2017-17042""}}"
