partitionid,dataspaceid,repositoryid,alertid,title,alertkey,severity,component_type,sources
10,1814,2721,5544507,CST-E has determined that this component is not generally safe to use.,v6:5fbf6b61d9814e56a988ba783ad3be8f,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544508,CST-E has determined that this component is not generally safe to use.,v6:a80ffd5861a043758535a5fe42c4db82,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544509,CST-E has determined that this component is not generally safe to use.,v6:8bb740eaff0542919413024750bb1d65,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544510,CST-E has determined that this component is not generally safe to use.,v6:8166868b2dd94726935eb1b57b8f8ace,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544511,CST-E has determined that this component is not generally safe to use.,v6:8e3ed161853446b7803f508e36ed3b0c,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544512,CST-E has determined that this component is not generally safe to use.,v6:7018dc5d140148a3afce37f4726adbd9,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544513,CST-E has determined that this component is not generally safe to use.,v6:91f440eaba0d4a059422262725148cba,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544514,CST-E has determined that this component is not generally safe to use.,v6:54786652a8d045599e9aa0c79171cb34,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544515,CST-E has determined that this component is not generally safe to use.,v6:c691b92eeb43411d866866b51426bde7,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544516,CST-E has determined that this component is not generally safe to use.,v6:f4e3071e593b4598a54a2427a75321f3,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544517,CST-E has determined that this component is not generally safe to use.,v6:58fd085236dd49878bff79eb0e5b36fd,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544518,CST-E has determined that this component is not generally safe to use.,v6:c3df31b41c8b4c40ad49181b00957acc,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544519,CST-E has determined that this component is not generally safe to use.,v6:cad801bbe23246a5904b8a2e606320ea,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544520,CST-E has determined that this component is not generally safe to use.,v6:9faea8d789b945cf8f4dcc1e7cb9917c,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544521,CST-E has determined that this component is not generally safe to use.,v6:4a74f3e5ef5541cabfa0ea58f05354ba,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544522,CST-E has determined that this component is not generally safe to use.,v6:17de261ff6f9464a8772ff85a77245c0,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544523,CST-E has determined that this component is not generally safe to use.,v6:72a50c8906e144a8a9b9e36779799305,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544524,CST-E has determined that this component is not generally safe to use.,v6:18166bb2fa51410cbacc983192afa0b7,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544525,CST-E has determined that this component is not generally safe to use.,v6:8ba640444db94ac4afe96dba64202247,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544526,CST-E has determined that this component is not generally safe to use.,v6:cae735f5c1544f518dfc544b5342d746,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544527,CST-E has determined that this component is not generally safe to use.,v6:c293fbd37526430c8cc1abd598ab83be,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544528,CST-E has determined that this component is not generally safe to use.,v6:2d693584ba614dbab9f74753d16412a9,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544529,CST-E has determined that this component is not generally safe to use.,v6:b1b2e647340d44819cdb78cdfcf4b337,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544530,CST-E has determined that this component is not generally safe to use.,v6:4b8abf54d93147e79d5fb774edeaa46f,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544531,CST-E has determined that this component is not generally safe to use.,v6:5efeff785a854f308b71a0eb682453df,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544532,CST-E has determined that this component is not generally safe to use.,v6:c37f68b694e64e93a90127eb8e00eb32,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544533,CST-E has determined that this component is not generally safe to use.,v6:e9914db29c894247aab7d919d03849b2,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544534,CST-E has determined that this component is not generally safe to use.,v6:5c9bbf12ecf04618ad3f9085cfa18421,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544535,CST-E has determined that this component is not generally safe to use.,v6:bc9be27a96c841c4a6b62e40c1b066b6,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544536,CST-E has determined that this component is not generally safe to use.,v6:c8b2e8d9e90a4371b49d25507675e1bd,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544537,CST-E has determined that this component is not generally safe to use.,v6:228eec728c5d4f36b92124c09824bec1,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544538,CST-E has determined that this component is not generally safe to use.,v6:20d8bab11a704730a625e0626b9473ef,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544539,CST-E has determined that this component is not generally safe to use.,v6:f72ab87951104d908a5ee0b6de0af987,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544540,CST-E has determined that this component is not generally safe to use.,v6:dd065b6622754ab2a5b2333ffcbae620,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544541,CST-E has determined that this component is not generally safe to use.,v6:b2e8cf8c80bf439493ff2058416976ab,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544542,CST-E has determined that this component is not generally safe to use.,v6:c90e260edd07470c907b0908e9b3e4b6,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544543,CST-E has determined that this component is not generally safe to use.,v6:2b282dce9eab440e8e6e4f22c85923af,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544544,CST-E has determined that this component is not generally safe to use.,v6:266a4ca8179e4954bcde3cb389bf9359,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544545,CST-E has determined that this component is not generally safe to use.,v6:f796003bfc9e4288b00d0c44772cecf8,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544546,CST-E has determined that this component is not generally safe to use.,v6:adf07b6e6fab477b8388827be1bf725b,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544547,CST-E has determined that this component is not generally safe to use.,v6:e4eddfb700944759a705bd7cbdc9066f,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544548,CST-E has determined that this component is not generally safe to use.,v6:c95eee93038e4cd18a6f9744c5b31d32,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5544549,CST-E has determined that this component is not generally safe to use.,v6:5b68c74b8aa643f98242b09a091395be,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545168,CST-E has determined that this component is not generally safe to use.,v6:fa0a14a07b754ba18df4ac4084f99aee,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545213,CST-E has determined that this component is not generally safe to use.,v6:153c666f58d5492cb054a184b789f7bb,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545220,CST-E has determined that this component is not generally safe to use.,v6:9d545d661c434b30a97b2fe42d00f5bb,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545221,CST-E has determined that this component is not generally safe to use.,v6:58c2ca16ca134d09b7e07fb58f077106,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545222,CST-E has determined that this component is not generally safe to use.,v6:a2b31f02ede74ff687eee66c595e54a8,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545223,CST-E has determined that this component is not generally safe to use.,v6:0f5dc96976494816afbd4aea0f013d8f,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545224,CST-E has determined that this component is not generally safe to use.,v6:553bc96233ec4c54b84a24085d526f74,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545225,CST-E has determined that this component is not generally safe to use.,v6:d71d2c2da67b4dbead75325c8c22763d,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545204,CST-E has determined that this component is not generally safe to use.,v6:320d62cc1b6d45c9bebebb139c042dc8,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545205,CST-E has determined that this component is not generally safe to use.,v6:05eeb60f494a473b845a16c5158ee9eb,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545206,CST-E has determined that this component is not generally safe to use.,v6:78cdea0c15b047fd81ecd57314594000,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545207,CST-E has determined that this component is not generally safe to use.,v6:0473fddae8824b63a5450c3093be4784,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545208,CST-E has determined that this component is not generally safe to use.,v6:24fb62b4c90e4703a411009b375ef582,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545209,CST-E has determined that this component is not generally safe to use.,v6:9f16567323054804b555f5e788d81284,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545210,CST-E has determined that this component is not generally safe to use.,v6:a6b0573cf47c4fc38d1ff89dcc1ae8e8,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545226,CST-E has determined that this component is not generally safe to use.,v6:534a1ae6969e42e9ace7f902ca775a72,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545227,CST-E has determined that this component is not generally safe to use.,v6:874e74aba8f74c1d923c404ff1c8e436,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545228,CST-E has determined that this component is not generally safe to use.,v6:31e498b883f54e35beb5648a5f8062ac,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545229,CST-E has determined that this component is not generally safe to use.,v6:5df69f7f402848469c2e40999c46a183,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545230,CST-E has determined that this component is not generally safe to use.,v6:458d3ef6fae0446c82edad19c957cfd5,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545231,CST-E has determined that this component is not generally safe to use.,v6:884e22778bef44ddbc786183af65ed4c,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545232,CST-E has determined that this component is not generally safe to use.,v6:45dd5a6a94f74570b1c5f0927c019bf3,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545233,CST-E has determined that this component is not generally safe to use.,v6:c793f2c3084c4ed3ae95d8574dd9696b,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545234,CST-E has determined that this component is not generally safe to use.,v6:51feaf939b854caabc1dd709814959b7,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545236,CST-E has determined that this component is not generally safe to use.,v6:bd1c4c0c42cd4940805f5f7395a5c28e,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545237,CST-E has determined that this component is not generally safe to use.,v6:81711f76e18c4cd691d9aca31f39641c,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545238,CST-E has determined that this component is not generally safe to use.,v6:2a87b606b48844a1a49939e4d6886c5c,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545323,CST-E has determined that this component is not generally safe to use.,v6:0854247e97fb4719ab04f1e2852733e5,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545324,CST-E has determined that this component is not generally safe to use.,v6:415205e158424d848ea35a82e71060eb,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545325,CST-E has determined that this component is not generally safe to use.,v6:6dccc32a8faa40429b585e53cfa4022c,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545326,CST-E has determined that this component is not generally safe to use.,v6:9ebe46d810f747ec8853a54aa1d6afef,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545327,CST-E has determined that this component is not generally safe to use.,v6:cd6c3f6e7e384037bfd3bdabe869cdeb,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545328,CST-E has determined that this component is not generally safe to use.,v6:f8b44d76108e452c9cfe03b01f662855,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545329,CST-E has determined that this component is not generally safe to use.,v6:e487fcf51dfa43b2a9d76a896c4f28c3,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545330,CST-E has determined that this component is not generally safe to use.,v6:1f5b80bda43143ab92afff3aaeb18951,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545331,CST-E has determined that this component is not generally safe to use.,v6:4bf62f08c4134465bed2bf850e06447f,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545332,CST-E has determined that this component is not generally safe to use.,v6:8adad478ba704847b0a232a4b35e079d,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545333,CST-E has determined that this component is not generally safe to use.,v6:59479f8ae02f4e018a3e3287207953af,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545334,CST-E has determined that this component is not generally safe to use.,v6:1e24d11fddb7423a81f762fa88e9089e,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545335,CST-E has determined that this component is not generally safe to use.,v6:4b78fcf7ed264260b6c081ebbc38d95a,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545336,CST-E has determined that this component is not generally safe to use.,v6:0fbae5dcb1a645748a0aa5f6b6f2c9e1,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545337,CST-E has determined that this component is not generally safe to use.,v6:4456d4d3a7864b83ab39fb953fd1ec2b,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545338,CST-E has determined that this component is not generally safe to use.,v6:d1c94a8a6463409e8a4843772728f98f,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545339,CST-E has determined that this component is not generally safe to use.,v6:702d7b3fa41e4220a81ffcbc8fb07cde,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545340,CST-E has determined that this component is not generally safe to use.,v6:d235243dd8e2490a80f7610267661ba4,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545341,CST-E has determined that this component is not generally safe to use.,v6:8f0f619b25264543a072eefb95748897,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545342,CST-E has determined that this component is not generally safe to use.,v6:1490c666d3ff42bd909d216a451077d1,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
10,1814,2721,5545343,CST-E has determined that this component is not generally safe to use.,v6:f2beb3d15e6d458786d9b8a76e74ab8b,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Ffcl.release%2Freview-1.md""}}"
