101,469,8571,315244,CVE-2020-35908,v6:315e89fa5a2042f08dc1671e845bcbd2,0,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-35908""}}"
101,469,8571,307077,CVE-2020-35907,v6:57469e13cb2c4647a53a027c8a1a53bd,0,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-35907""}}"
101,469,8571,307078,CVE-2020-35906,v6:d4238bba9c57410791b9c090de1ef183,2,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-35906""}}"
101,469,8571,309305,CVE-2020-35905,v6:ec5451c3bb094a4d9f45bf4e091886d4,0,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-35905""}}"
101,469,8571,269219,CVE-2020-25573,v6:ef308af855c74a398424985a626e2ea3,2,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-25573""}}"
101,469,8571,306447,CVE-2020-35914,v6:306b268c5b9f497ea46769200564e297,0,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-35914""}}"
101,469,8571,306448,CVE-2020-35910,v6:369be34e0252450ba248668b6913210b,0,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-35910""}}"
101,469,8571,306449,CVE-2020-35911,v6:384b35e123fb477994f54d19001138c1,0,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-35911""}}"
101,469,8571,306450,CVE-2020-35912,v6:4db1de22f6f6479db63f60fab3a0ec95,0,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-35912""}}"
101,469,8571,306451,CVE-2020-35913,v6:c19300f8261e46a38b13474b20373e97,0,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-35913""}}"
101,469,8571,309306,CVE-2020-35922,v6:4955501267cc493dbc0a70b902dc271d,0,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-35922""}}"
101,469,8571,309307,CVE-2020-35921,v6:df4604661de2475bb86e4660ca6c7911,0,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-35921""}}"
113,520,54,276,WS-2018-0001,v2:5e95f7e9-672a-4a2d-aac1-f6deffc1a567,1,2,"{""WhiteSource"":{""Url"":""https://github.com/angular/angular.js/commit/6476af83cd0418c84e034a955b12a842794385c4""}}"
113,520,54,278,WS-2017-0115,v2:f48a0ad1-1401-4ecb-8de4-425eefbad984,1,2,"{""WhiteSource"":{""Url"":""https://github.com/angular/angular.js/commit/234053fc9ad90e0d05be7e8359c6af66be94c094""}}"
113,520,54,279,WS-2017-0116,v2:c31679cb-5506-4d41-907e-3e72d9a31387,1,2,"{""WhiteSource"":{""Url"":""https://github.com/angular/angular.js/commit/7a668cdd7d08a7016883eb3c671cbcd586223ae8""}}"
101,469,8571,307076,CVE-2019-25010,v6:7da518cfc7404814aa89b98d1a3fdf80,2,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2019-25010""}}"
113,520,54,273,WS-2017-0117,v2:895f4270-18e2-4067-a7ac-52050c268a55,1,2,"{""WhiteSource"":{""Url"":""https://github.com/angular/angular.js/commit/5a674f3bb9d1118d11b333e3b966c01a571c09e6""}}"
113,520,54,274,WS-2017-0119,v2:eea64f25-ac49-4769-9159-4cf5fe28eefb,1,2,"{""WhiteSource"":{""Url"":""https://github.com/angular/angular.js/commit/181fc567d873df065f1e84af7225deb70a8d2eb9""}}"
113,520,54,275,WS-2018-0022,v2:17283359-153a-4598-a5a1-7105c27349cb,1,2,"{""WhiteSource"":{""Url"":""https://github.com/angular/angular.js/commit/b9ef6585e10477fbbf912a971fe0b390bca692a6""}}"
113,520,54,234,CVE-2015-8857,v2:c4d93418-5844-4677-8c11-7c4c6baaf230,2,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2015-8857""}}"
113,520,54,3943,Prototype Pollution,v2:5f6a63e8-1d2e-48ca-b5e6-385ed9eb049d,2,2,"{""NpmAudit"":{""Url"":""https://npmjs.com/advisories/1067""}}"
113,520,54,9525,WS-2019-0185,v2:7c8e9d11-fa6d-477b-be53-f3f7f3d94b4f,2,2,"{""WhiteSource"":{""Url"":""https://github.com/lodash/lodash/compare/4.6.0...4.7.0""}}"
133,595,63,303,CVE-2014-6394,v2:5bbab803-272b-4516-9a52-f624890afdb3,0,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2014-6394""},""NpmAudit"":{""Url"":""https://npmjs.com/advisories/32""},""WhiteSource"":{""Url"":""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2014-6394""}}"
113,520,54,283,WS-2018-0075,v2:0bf0f5a2-9fb4-477b-8a24-ad3c1eed9fba,1,2,"{""WhiteSource"":{""Url"":""https://github.com/maxogden/concat-stream/pull/47/commits/3e285ba5e5b10b7c98552217f5c1023829efe69e""}}"
133,595,63,304,CVE-2015-8859,v2:5cbdcbe5-5dbd-4dc1-9f7b-213b348ab372,0,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2015-8859""},""NpmAudit"":{""Url"":""https://npmjs.com/advisories/56""},""WhiteSource"":{""Url"":""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-8859""}}"
133,595,63,306,CVE-2017-16119,v2:94236bf9-c3f6-4e18-926e-b89932cbf3c9,2,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2017-16119""},""NpmAudit"":{""Url"":""https://npmjs.com/advisories/526""},""WhiteSource"":{""Url"":""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-16119""}}"
